,NUM_COMMANDE,QUANTITE,PRIX_UNITAIRE,MONTANT,DATE_COMMANDE,STATUT,TRIMESTRE,MOIS,ANNEE,TYPE_PRODUIT,CODE_PRODUIT,CLIENT,TELEPHONE,ADRESSE_1,ADRESSE_2,VILLE,ETAT,CODE_POSTAL,PAYS,ZONE_GEOGRAPHIQUE,NOM_CONTACT,PRENOM_CONTACT
1204,10286,38,57.18,2172.84,8/28/2004 0:00,Envoyé,3,8,2004,Motos,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
1205,10299,39,55.94,2181.66,9/30/2004 0:00,Envoyé,3,9,2004,Motos,S18_3782,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
1206,10310,42,67.13,2819.46,10/16/2004 0:00,Envoyé,4,10,2004,Motos,S18_3782,"Toms Spezialitäten, Ltd",0221-5554327,Mehrheimerstr. 369,,Köln,,50739,Germany,EMEA,Pfalzheim,Henriette
1207,10319,44,59.05,2598.19,2004/03/11,Envoyé,4,11,2004,Motos,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee
1208,10330,29,69.63,2019.27,11/16/2004 0:00,Envoyé,4,11,2004,Motos,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
1209,10342,26,55.94,1454.44,11/24/2004 0:00,Envoyé,4,11,2004,Motos,S18_3782,"Australian Collectors, Co.",395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
1210,10355,31,53.46,1657.26,2004/07/12,Envoyé,4,12,2004,Motos,S18_3782,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1211,10363,32,89.12,2851.84,2005/06/01,Envoyé,1,1,2005,Motos,S18_3782,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
1212,10378,28,164.63,4609.63,2005/10/02,Envoyé,1,2,2005,Motos,S18_3782,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1213,10390,36,141.1,5079.59,2005/04/03,Envoyé,1,3,2005,Motos,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
1214,10403,36,52.22,1879.92,2005/08/04,Envoyé,2,4,2005,Motos,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
1215,10106,41,116.45,4774.45,2/17/2003 0:00,Envoyé,1,2,2003,Voitures anciennes,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
1216,10119,27,99.51,2686.77,4/28/2003 0:00,Envoyé,2,4,2003,Voitures anciennes,S18_3856,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
1217,10130,33,103.75,3423.75,6/16/2003 0:00,Envoyé,2,6,2003,Voitures anciennes,S18_3856,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie
1218,10143,34,101.64,3455.76,2003/10/08,Envoyé,3,8,2003,Voitures anciennes,S18_3856,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
1219,10155,29,124.92,3622.68,2003/06/10,Envoyé,4,10,2003,Voitures anciennes,S18_3856,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
1220,10167,34,105.87,3599.58,10/23/2003 0:00,Annulé,4,10,2003,Voitures anciennes,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Bräcke,,S-844 67,Sweden,EMEA,Larsson,Maria
1221,10178,48,112.22,5386.56,2003/08/11,Envoyé,4,11,2003,Voitures anciennes,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
1222,10186,46,106.92,4918.32,11/14/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_3856,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
1223,10197,22,115.36,2537.92,11/26/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_3856,Enaco Distributors,(93) 203 4555,"Rambla de Cataluña, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo
1224,10209,20,124.9,2498.0,2004/09/01,Envoyé,1,1,2004,Voitures anciennes,S18_3856,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael
1225,10222,45,85.75,3858.75,2/19/2004 0:00,Envoyé,1,2,2004,Voitures anciennes,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie
1226,10249,46,121.73,5599.58,2004/08/05,Envoyé,2,5,2004,Voitures anciennes,S18_3856,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung
1227,10262,34,120.68,4103.12,6/24/2004 0:00,Annulé,2,6,2004,Voitures anciennes,S18_3856,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1228,10273,50,85.74,4287.0,7/21/2004 0:00,Envoyé,3,7,2004,Voitures anciennes,S18_3856,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
1229,10283,46,125.99,5795.54,8/20/2004 0:00,Envoyé,3,8,2004,Voitures anciennes,S18_3856,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth
1230,10296,22,84.68,1862.96,9/15/2004 0:00,Envoyé,3,9,2004,Voitures anciennes,S18_3856,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
1231,10307,48,86.8,4166.39,10/14/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca
1232,10316,47,86.8,4079.6,2004/01/11,Envoyé,4,11,2004,Voitures anciennes,S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
1233,10328,34,112.21,3815.14,2004/12/11,Envoyé,4,11,2004,Voitures anciennes,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
1234,10338,45,122.81,5526.45,11/22/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_3856,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale
1235,10351,20,168.7,3374.0,2004/03/12,Envoyé,4,12,2004,Voitures anciennes,S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
1236,10373,50,60.48,3024.0,1/31/2005 0:00,Envoyé,1,1,2005,Voitures anciennes,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
1237,10386,22,57.54,1265.87,2005/01/03,Résolu,1,3,2005,Voitures anciennes,S18_3856,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1238,10398,45,106.93,4811.85,3/30/2005 0:00,Envoyé,1,3,2005,Voitures anciennes,S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
1239,10400,58,125.98,7306.84,2005/01/04,Envoyé,2,4,2005,Voitures anciennes,S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue
1240,10415,51,121.75,6209.25,2005/09/05,Contesté,2,5,2005,Voitures anciennes,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
1241,10104,38,140.73,5347.74,1/31/2003 0:00,Envoyé,1,1,2003,Voitures classiques,S18_4027,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1242,10117,22,126.39,2780.58,4/16/2003 0:00,Envoyé,2,4,2003,Voitures classiques,S18_4027,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric
1243,10127,25,137.88,3447.0,2003/03/06,Envoyé,2,6,2003,Voitures classiques,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
1244,10142,24,157.98,3791.51,2003/08/08,Envoyé,3,8,2003,Voitures classiques,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
1245,10152,35,129.25,4523.75,9/25/2003 0:00,Envoyé,3,9,2003,Voitures classiques,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
1246,10165,28,119.17,3336.76,10/22/2003 0:00,Envoyé,4,10,2003,Voitures classiques,S18_4027,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric
1247,10176,36,153.66,5531.76,2003/06/11,Envoyé,4,11,2003,Voitures classiques,S18_4027,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
1248,10185,39,130.69,5096.91,11/14/2003 0:00,Envoyé,4,11,2003,Voitures classiques,S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
1249,10196,27,168.03,4536.81,11/26/2003 0:00,Envoyé,4,11,2003,Voitures classiques,S18_4027,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie
1250,10207,40,153.65,6146.0,2003/09/12,Envoyé,4,12,2003,Voitures classiques,S18_4027,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie
1251,10220,50,165.16,8258.0,2004/12/02,Envoyé,1,2,2004,Voitures classiques,S18_4027,"Clover Collections, Co.",35318621555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean
1252,10230,42,172.33,7237.86,3/15/2004 0:00,Envoyé,1,3,2004,Voitures classiques,S18_4027,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
1253,10247,48,140.75,6756.0,2004/05/05,Envoyé,2,5,2004,Voitures classiques,S18_4027,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
1254,10272,25,149.36,3734.0,7/20/2004 0:00,Envoyé,3,7,2004,Voitures classiques,S18_4027,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
1255,10282,31,150.77,4673.87,8/20/2004 0:00,Envoyé,3,8,2004,Voitures classiques,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
1256,10292,44,162.28,7140.32,2004/08/09,Envoyé,3,9,2004,Voitures classiques,S18_4027,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
1257,10306,23,156.54,3600.41,10/14/2004 0:00,Envoyé,4,10,2004,Voitures classiques,S18_4027,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
1258,10314,29,145.06,4206.74,10/22/2004 0:00,Envoyé,4,10,2004,Voitures classiques,S18_4027,Heintze Collectables,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
1259,10324,49,109.78,5379.22,2004/05/11,Envoyé,4,11,2004,Voitures classiques,S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael
1260,10337,36,157.75,5679.0,11/21/2004 0:00,Envoyé,4,11,2004,Voitures classiques,S18_4027,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria
1261,10349,34,129.25,4394.5,2004/01/12,Envoyé,4,12,2004,Voitures classiques,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
1262,10358,25,101.13,2528.25,2004/10/12,Envoyé,4,12,2004,Voitures classiques,S18_4027,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1263,10372,48,146.49,7031.52,1/26/2005 0:00,Envoyé,1,1,2005,Voitures classiques,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
1264,10383,38,140.52,5339.76,2/22/2005 0:00,Envoyé,1,2,2005,Voitures classiques,S18_4027,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1265,10394,37,172.34,6376.58,3/15/2005 0:00,Envoyé,1,3,2005,Voitures classiques,S18_4027,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1266,10413,49,140.75,6896.75,2005/05/05,Envoyé,2,5,2005,Voitures classiques,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie
1267,10100,22,86.5,1903.0,2003/06/01,Envoyé,1,1,2003,Voitures anciennes,S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
1268,10110,28,89.27,2499.56,3/18/2003 0:00,Envoyé,1,3,2003,Voitures anciennes,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
1269,10124,36,85.58,3080.88,5/21/2003 0:00,Envoyé,2,5,2003,Voitures anciennes,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue
1270,10148,34,105.82,3597.87,2003/11/09,Envoyé,3,9,2003,Voitures anciennes,S18_4409,"Anna's Decorations, Ltd",299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
1271,10162,39,100.3,3911.7,10/18/2003 0:00,Envoyé,4,10,2003,Voitures anciennes,S18_4409,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
1272,10173,21,75.46,1584.66,2003/05/11,Envoyé,4,11,2003,Voitures anciennes,S18_4409,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
1273,10182,36,109.51,3942.36,2003/12/11,Envoyé,4,11,2003,Voitures anciennes,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
1274,10193,24,97.54,2340.96,11/21/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_4409,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
1275,10204,29,85.58,2481.82,2003/02/12,Envoyé,4,12,2003,Voitures anciennes,S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
1276,10213,38,94.78,3601.64,1/22/2004 0:00,Envoyé,1,1,2004,Voitures anciennes,S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
1277,10227,34,104.9,3566.6,2004/02/03,Envoyé,1,3,2004,Voitures anciennes,S18_4409,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
1278,10241,42,90.18,3787.56,4/13/2004 0:00,Envoyé,2,4,2004,Voitures anciennes,S18_4409,Mini Caravy,88.60.1555,"24, place Kléber",,Strasbourg,,67000,France,EMEA,Citeaux,Frédérique
1279,10280,35,105.82,3703.7,8/17/2004 0:00,Envoyé,3,8,2004,Voitures anciennes,S18_4409,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
1280,10288,35,80.98,2834.3,2004/01/09,Envoyé,3,9,2004,Voitures anciennes,S18_4409,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy
1281,10302,38,89.27,3392.26,2003/06/10,Envoyé,4,10,2003,Voitures anciennes,S18_4409,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
1282,10311,41,81.91,3358.31,10/16/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_4409,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1283,10332,50,146.19,7309.5,11/17/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
1284,10344,21,104.9,2202.9,11/25/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
1285,10367,43,62.71,2696.53,2005/12/01,Résolu,1,1,2005,Voitures anciennes,S18_4409,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie
1286,10380,32,105.51,3376.32,2/16/2005 0:00,Envoyé,1,2,2005,Voitures anciennes,S18_4409,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1287,10407,6,90.19,541.14,4/22/2005 0:00,En attente,2,4,2005,Voitures anciennes,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue
1288,10420,66,92.93,6133.38,5/29/2005 0:00,En cours,2,5,2005,Voitures anciennes,S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
1289,10105,41,82.48,3381.68,2003/11/02,Envoyé,1,2,2003,Voitures anciennes,S18_4522,Danish Wholesale Imports,31 12 3555,Vinbæltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
1290,10117,23,97.41,2240.42,4/16/2003 0:00,Envoyé,2,4,2003,Voitures anciennes,S18_4522,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric
1291,10128,43,92.15,3962.45,2003/06/06,Envoyé,2,6,2003,Voitures anciennes,S18_4522,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1292,10142,24,70.22,1685.28,2003/08/08,Envoyé,3,8,2003,Voitures anciennes,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
1293,10153,22,83.37,1834.14,9/28/2003 0:00,Envoyé,3,9,2003,Voitures anciennes,S18_4522,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1294,10166,26,73.72,1916.72,10/21/2003 0:00,Envoyé,4,10,2003,Voitures anciennes,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta
1295,10177,35,74.59,2610.65,2003/07/11,Envoyé,4,11,2003,Voitures anciennes,S18_4522,CAF Imports,34913728555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus
1296,10185,47,77.24,3630.28,11/14/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
1297,10197,50,101.8,5090.0,11/26/2003 0:00,Envoyé,4,11,2003,Voitures anciennes,S18_4522,Enaco Distributors,(93) 203 4555,"Rambla de Cataluña, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo
1298,10208,45,87.76,3949.2,2004/02/01,Envoyé,1,1,2004,Voitures anciennes,S18_4522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
1299,10221,39,89.52,3491.28,2/18/2004 0:00,Envoyé,1,2,2004,Voitures anciennes,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
1300,10232,23,89.52,2058.96,3/20/2004 0:00,Envoyé,1,3,2004,Voitures anciennes,S18_4522,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
1301,10248,42,75.47,3169.74,2004/07/05,Annulé,2,5,2004,Voitures anciennes,S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
1302,10261,20,89.5,1790.0,6/17/2004 0:00,Envoyé,2,6,2004,Voitures anciennes,S18_4522,Québec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montréal,Québec,H1J 1C3,Canada,,Fresnière,Jean
1303,10273,33,71.08,2345.64,7/21/2004 0:00,Envoyé,3,7,2004,Voitures anciennes,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
1304,10283,34,105.31,3580.54,8/20/2004 0:00,Envoyé,3,8,2004,Voitures anciennes,S18_4522,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth
1305,10293,49,100.93,4945.57,2004/09/09,Envoyé,3,9,2004,Voitures anciennes,S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
1306,10306,39,90.38,3524.82,10/14/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_4522,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
1307,10315,36,100.05,3601.8,10/29/2004 0:00,Envoyé,4,10,2004,Voitures anciennes,S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
1308,10326,50,86.0,4300.0,2004/09/11,Envoyé,4,11,2004,Voitures anciennes,S18_4522,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvägen  8,,Luleå,,S-958 22,Sweden,EMEA,Berglund,Christina
1309,10337,29,155.1,4497.89,11/21/2004 0:00,Envoyé,4,11,2004,Voitures anciennes,S18_4522,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria
1310,10350,30,100.76,3022.8,2004/02/12,Envoyé,4,12,2004,Voitures anciennes,S18_4522,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1311,10372,41,86.88,3562.08,1/26/2005 0:00,Envoyé,1,1,2005,Voitures anciennes,S18_4522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
1312,10383,28,58.57,1639.96,2/22/2005 0:00,Envoyé,1,2,2005,Voitures anciennes,S18_4522,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
1313,10396,45,105.31,4738.95,3/23/2005 0:00,Envoyé,1,3,2005,Voitures anciennes,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
1314,10414,16,75.48,1207.68,2005/06/05,En attente,2,5,2005,Voitures anciennes,S18_4522,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri
1315,10103,36,117.44,4227.84,1/29/2003 0:00,Envoyé,1,1,2003,Camions et bus,S18_4600,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
1316,10114,41,117.45,4815.45,2003/01/04,Envoyé,2,4,2003,Camions et bus,S18_4600,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
1317,10126,50,141.66,7083.0,5/28/2003 0:00,Envoyé,2,5,2003,Camions et bus,S18_4600,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Martín
1318,10140,40,115.02,4600.8,7/24/2003 0:00,Envoyé,3,7,2003,Camions et bus,S18_4600,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri
1319,10150,49,131.97,6466.53,9/19/2003 0:00,Envoyé,3,9,2003,Camions et bus,S18_4600,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric
1320,10164,45,111.38,5012.09,10/21/2003 0:00,Résolu,4,10,2003,Camions et bus,S18_4600,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland
1321,10175,47,108.96,5121.12,2003/06/11,Envoyé,4,11,2003,Camions et bus,S18_4600,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
1322,10183,21,116.23,2440.83,11/13/2003 0:00,Envoyé,4,11,2003,Camions et bus,S18_4600,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca
